Anno;Codice Regione;Descrizione Regione;Codice Asl;Asl ;Cod Dsm;DSM;Codice Sesso;Sesso;Gruppo Diagnostico;Numero Accessi 
2022;010;PIEMONTE;204;TO4;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Schizofrenia e altre psicosi funzionali;5184
2022;010;PIEMONTE;204;TO4;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Sindromi nevrotiche e somatoformi;954
2022;010;PIEMONTE;204;TO4;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Alcolismo e tossicomanie;99
2022;010;PIEMONTE;204;TO4;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Altri disturbi psichici;1136
2022;010;PIEMONTE;204;TO4;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Assenza di patologia psichiatrica;112
2022;010;PIEMONTE;204;TO4;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Demenze e disturbi mentali organici;112
2022;010;PIEMONTE;204;TO4;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Depressione;2785
2022;010;PIEMONTE;204;TO4;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Diagnosi in attesa di definizione;770
2022;010;PIEMONTE;204;TO4;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Disturbi della personalità e del comportamento;1806
2022;010;PIEMONTE;204;TO4;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Mania e disturbi affettivi bipolari;1731
2022;010;PIEMONTE;204;TO4;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Ritardo mentale;335
2022;010;PIEMONTE;204;TO4;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Schizofrenia e altre psicosi funzionali;3458
2022;010;PIEMONTE;204;TO4;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Sindromi nevrotiche e somatoformi;1555
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Alcolismo e tossicomanie;190
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Altri disturbi psichici;211
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Assenza di patologia psichiatrica;22
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Demenze e disturbi mentali organici;99
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Depressione;549
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Diagnosi in attesa di definizione;502
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Disturbi della personalità e del comportamento;663
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Mania e disturbi affettivi bipolari;665
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Ritardo mentale;293
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Schizofrenia e altre psicosi funzionali;2356
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Sindromi nevrotiche e somatoformi;555
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Alcolismo e tossicomanie;87
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Altri disturbi psichici;426
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Assenza di patologia psichiatrica;74
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Demenze e disturbi mentali organici;62
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Depressione;1457
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Diagnosi in attesa di definizione;834
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Disturbi della personalità e del comportamento;623
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Mania e disturbi affettivi bipolari;868
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Ritardo mentale;260
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Schizofrenia e altre psicosi funzionali;1966
2022;010;PIEMONTE;205;TO5;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Sindromi nevrotiche e somatoformi;874
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Alcolismo e tossicomanie;144
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Altri disturbi psichici;158
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Assenza di patologia psichiatrica;8
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Demenze e disturbi mentali organici;88
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Depressione;313
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Diagnosi in attesa di definizione;1639
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Disturbi della personalità e del comportamento;505
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Mania e disturbi affettivi bipolari;437
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Ritardo mentale;223
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Schizofrenia e altre psicosi funzionali;2147
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Sindromi nevrotiche e somatoformi;330
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Alcolismo e tossicomanie;32
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Altri disturbi psichici;359
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Demenze e disturbi mentali organici;47
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Depressione;733
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Diagnosi in attesa di definizione;1663
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Disturbi della personalità e del comportamento;629
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Mania e disturbi affettivi bipolari;643
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Ritardo mentale;205
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Schizofrenia e altre psicosi funzionali;1497
2022;010;PIEMONTE;206;VC;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Sindromi nevrotiche e somatoformi;414
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;1;Maschio;Alcolismo e tossicomanie;111
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;1;Maschio;Altri disturbi psichici;307
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;1;Maschio;Assenza di patologia psichiatrica;22
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;1;Maschio;Demenze e disturbi mentali organici;75
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;1;Maschio;Depressione;225
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;1;Maschio;Diagnosi in attesa di definizione;87
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;1;Maschio;Disturbi della personalità e del comportamento;663
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;1;Maschio;Mania e disturbi affettivi bipolari;455
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;1;Maschio;Ritardo mentale;100
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;1;Maschio;Schizofrenia e altre psicosi funzionali;1911
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;1;Maschio;Sindromi nevrotiche e somatoformi;197
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;2;Femmina;Alcolismo e tossicomanie;42
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;2;Femmina;Altri disturbi psichici;592
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;2;Femmina;Assenza di patologia psichiatrica;10
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;2;Femmina;Demenze e disturbi mentali organici;43
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;2;Femmina;Depressione;562
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;2;Femmina;Diagnosi in attesa di definizione;91
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;2;Femmina;Disturbi della personalità e del comportamento;534
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;2;Femmina;Mania e disturbi affettivi bipolari;736
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;2;Femmina;Ritardo mentale;87
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;2;Femmina;Schizofrenia e altre psicosi funzionali;1469
2022;010;PIEMONTE;207;BI;D01;DIPARTIMENTO SALUTE MENTALE;2;Femmina;Sindromi nevrotiche e somatoformi;253
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;1;Maschio;Alcolismo e tossicomanie;281
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;1;Maschio;Altri disturbi psichici;513
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;1;Maschio;Assenza di patologia psichiatrica;79
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;1;Maschio;Demenze e disturbi mentali organici;124
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;1;Maschio;Depressione;874
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;1;Maschio;Diagnosi in attesa di definizione;1025
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;1;Maschio;Disturbi della personalità e del comportamento;738
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;1;Maschio;Mania e disturbi affettivi bipolari;720
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;1;Maschio;Ritardo mentale;469
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;1;Maschio;Schizofrenia e altre psicosi funzionali;3888
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;1;Maschio;Sindromi nevrotiche e somatoformi;874
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;2;Femmina;Alcolismo e tossicomanie;59
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;2;Femmina;Altri disturbi psichici;1214
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;2;Femmina;Assenza di patologia psichiatrica;86
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;2;Femmina;Demenze e disturbi mentali organici;131
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;2;Femmina;Depressione;2052
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;2;Femmina;Diagnosi in attesa di definizione;1615
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;2;Femmina;Disturbi della personalità e del comportamento;1232
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;2;Femmina;Mania e disturbi affettivi bipolari;1336
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;2;Femmina;Ritardo mentale;314
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;2;Femmina;Schizofrenia e altre psicosi funzionali;2844
2022;010;PIEMONTE;208;NO;D01;DIPARTIMENTO INTERAZIENDALE SALUTE MENTALE;2;Femmina;Sindromi nevrotiche e somatoformi;1374
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Alcolismo e tossicomanie;132
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Altri disturbi psichici;236
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Assenza di patologia psichiatrica;24
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Demenze e disturbi mentali organici;73
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Depressione;432
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Diagnosi in attesa di definizione;645
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Disturbi della personalità e del comportamento;430
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Mania e disturbi affettivi bipolari;491
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Ritardo mentale;149
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Schizofrenia e altre psicosi funzionali;2041
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Sindromi nevrotiche e somatoformi;298
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Alcolismo e tossicomanie;35
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Altri disturbi psichici;427
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Assenza di patologia psichiatrica;6
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Demenze e disturbi mentali organici;65
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Depressione;1060
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Diagnosi in attesa di definizione;845
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Disturbi della personalità e del comportamento;536
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Mania e disturbi affettivi bipolari;524
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Ritardo mentale;195
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Schizofrenia e altre psicosi funzionali;1501
2022;010;PIEMONTE;209;VCO;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Sindromi nevrotiche e somatoformi;563
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;1;Maschio;Alcolismo e tossicomanie;371
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;1;Maschio;Altri disturbi psichici;599
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;1;Maschio;Assenza di patologia psichiatrica;63
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;1;Maschio;Demenze e disturbi mentali organici;290
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;1;Maschio;Depressione;1649
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;1;Maschio;Diagnosi in attesa di definizione;905
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;1;Maschio;Disturbi della personalità e del comportamento;648
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;1;Maschio;Mania e disturbi affettivi bipolari;1615
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;1;Maschio;Ritardo mentale;509
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;1;Maschio;Schizofrenia e altre psicosi funzionali;3565
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;1;Maschio;Sindromi nevrotiche e somatoformi;1385
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;2;Femmina;Alcolismo e tossicomanie;115
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;2;Femmina;Altri disturbi psichici;1629
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;2;Femmina;Assenza di patologia psichiatrica;99
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;2;Femmina;Demenze e disturbi mentali organici;256
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;2;Femmina;Depressione;3519
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;2;Femmina;Diagnosi in attesa di definizione;587
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;2;Femmina;Disturbi della personalità e del comportamento;772
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;2;Femmina;Mania e disturbi affettivi bipolari;2139
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;2;Femmina;Ritardo mentale;465
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;2;Femmina;Schizofrenia e altre psicosi funzionali;2993
2022;010;PIEMONTE;210;CN1;D01;DIPARTIMENTO INTERAZIENDALE DI SALUTE MENTALE;2;Femmina;Sindromi nevrotiche e somatoformi;2325
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Alcolismo e tossicomanie;117
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Altri disturbi psichici;98
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Assenza di patologia psichiatrica;43
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Demenze e disturbi mentali organici;108
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Depressione;326
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Diagnosi in attesa di definizione;46
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Disturbi della personalità e del comportamento;333
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Mania e disturbi affettivi bipolari;536
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Ritardo mentale;168
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Schizofrenia e altre psicosi funzionali;1501
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;1;Maschio;Sindromi nevrotiche e somatoformi;312
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Alcolismo e tossicomanie;23
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Altri disturbi psichici;251
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Assenza di patologia psichiatrica;55
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Demenze e disturbi mentali organici;116
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Depressione;555
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Diagnosi in attesa di definizione;45
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Disturbi della personalità e del comportamento;386
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Mania e disturbi affettivi bipolari;723
2022;010;PIEMONTE;211;CN2;D01;DIPARTIMENTO DI SALUTE MENTALE;2;Femmina;Ritardo mentale;193
