;;;;;;;
Utenti in carico ai SerD secondo la sostanza d�uso primaria - anno 2022;;;;;;;
;;;;;;;
Anno;Codice regione;Descrizione Regione;Codice ASL;ASL;SERD;Categoria Sostanza;Utenti
2022;030;LOMBARDIA;720;ASST DI BERGAMO EST;S02                    ;OPPIACEI;70
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S01                    ;OPPIACEI;324
2022;030;LOMBARDIA;721;ASST DEGLI SPEDALI CIVILI DI BRESCIA;S22                    ;OPPIACEI;38
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;S04                    ;OPPIACEI;129
2022;030;LOMBARDIA;722;ASST DELLA FRANCIACORTA;S10                    ;OPPIACEI;162
2022;030;LOMBARDIA;723;ASST DEL GARDA;S02                    ;OPPIACEI;121
2022;030;LOMBARDIA;723;ASST DEL GARDA;S09                    ;OPPIACEI;87
2022;030;LOMBARDIA;724;ASST DI CREMONA;S01                    ;OPPIACEI;327
2022;030;LOMBARDIA;724;ASST DI CREMONA;S02                    ;OPPIACEI;21
2022;030;LOMBARDIA;725;ASST DI MANTOVA;S01                    ;OPPIACEI;223
2022;030;LOMBARDIA;725;ASST DI MANTOVA;S02                    ;OPPIACEI;47
2022;030;LOMBARDIA;725;ASST DI MANTOVA;S03                    ;OPPIACEI;39
2022;030;LOMBARDIA;725;ASST DI MANTOVA;S04                    ;OPPIACEI;46
2022;030;LOMBARDIA;725;ASST DI MANTOVA;S06                    ;OPPIACEI;97
2022;030;LOMBARDIA;726;ASST DI CREMA;S01                    ;OPPIACEI;280
2022;030;LOMBARDIA;727;ASST DI PAVIA;S01                    ;OPPIACEI;222
2022;030;LOMBARDIA;727;ASST DI PAVIA;S02                    ;OPPIACEI;484
2022;030;LOMBARDIA;727;ASST DI PAVIA;S03                    ;OPPIACEI;258
2022;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S01                    ;OPPIACEI;457
2022;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S02                    ;OPPIACEI;122
2022;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S03                    ;OPPIACEI;35
2022;041;PROV. AUTON. BOLZANO;201;AZIENDA SANITARIA DELLA P.A. DI BOLZANO;S04                    ;OPPIACEI;43
2022;042;PROV. AUTON. TRENTO;101;TRENTO;A01                    ;OPPIACEI;72
2022;042;PROV. AUTON. TRENTO;101;TRENTO;B01                    ;OPPIACEI;67
2022;042;PROV. AUTON. TRENTO;101;TRENTO;S01                    ;OPPIACEI;330
2022;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S01                    ;OPPIACEI;117
2022;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S02                    ;OPPIACEI;31
2022;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S03                    ;OPPIACEI;100
2022;050;VENETO;501;AZIENDA ULSS N. 1 DOLOMITI;S04                    ;OPPIACEI;27
2022;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S01                    ;OPPIACEI;272
2022;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S02                    ;OPPIACEI;205
2022;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S03                    ;OPPIACEI;9
2022;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S04                    ;OPPIACEI;133
2022;050;VENETO;502;AZIENDA ULSS N. 2 MARCA TREVIGIANA;S06                    ;OPPIACEI;443
2022;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S01                    ;OPPIACEI;472
2022;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S02                    ;OPPIACEI;315
2022;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S03                    ;OPPIACEI;65
2022;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S04                    ;OPPIACEI;211
2022;050;VENETO;503;AZIENDA ULSS N. 3 SERENISSIMA;S05                    ;OPPIACEI;169
2022;050;VENETO;504;AZIENDA ULSS N. 4 VENETO ORIENTALE;S01                    ;OPPIACEI;203
2022;050;VENETO;504;AZIENDA ULSS N. 4 VENETO ORIENTALE;S02                    ;OPPIACEI;210
2022;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S01                    ;OPPIACEI;117
2022;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S02                    ;OPPIACEI;126
2022;050;VENETO;505;AZIENDA ULSS N. 5 POLESANA;S03                    ;OPPIACEI;65
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S51                    ;OPPIACEI;178
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S52                    ;OPPIACEI;103
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S61                    ;OPPIACEI;603
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S62                    ;OPPIACEI;85
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S71                    ;OPPIACEI;143
2022;050;VENETO;506;AZIENDA ULSS N. 6 EUGANEA;S72                    ;OPPIACEI;161
2022;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S01                    ;OPPIACEI;447
2022;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S02                    ;OPPIACEI;207
2022;050;VENETO;507;AZIENDA ULSS N. 7 PEDEMONTANA ;S03                    ;OPPIACEI;13
2022;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S01                    ;OPPIACEI;84
2022;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S02                    ;OPPIACEI;484
2022;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S03                    ;OPPIACEI;131
2022;050;VENETO;508;AZIENDA ULSS N. 8 BERICA ;S04                    ;OPPIACEI;231
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S01                    ;OPPIACEI;485
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S03                    ;OPPIACEI;146
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S11                    ;OPPIACEI;67
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S12                    ;OPPIACEI;147
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S21                    ;OPPIACEI;174
2022;050;VENETO;509;AZIENDA ULSS N. 9 SCALIGERA;S22                    ;OPPIACEI;120
2022;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;A06                    ;OPPIACEI;43
2022;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;B06                    ;OPPIACEI;27
2022;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;D06                    ;OPPIACEI;37
2022;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;E06                    ;OPPIACEI;27
2022;060;FRIULI VENEZIA GIULIA;205;AS FRIULI OCCIDENTALE;S06                    ;OPPIACEI;104
2022;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;A03                    ;OPPIACEI;49
2022;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S03                    ;OPPIACEI;27
2022;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S04                    ;OPPIACEI;57
2022;060;FRIULI VENEZIA GIULIA;206;ASU FRIULI CENTRALE;S05                    ;OPPIACEI;323
2022;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;A01                    ;OPPIACEI;44
2022;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;A02                    ;OPPIACEI;139
2022;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;S01                    ;OPPIACEI;683
2022;060;FRIULI VENEZIA GIULIA;207;ASU GIULIANO ISONTINA;S02                    ;OPPIACEI;109
2022;070;LIGURIA;101;IMPERIESE;S01                    ;OPPIACEI;167
2022;070;LIGURIA;101;IMPERIESE;S02                    ;OPPIACEI;69
2022;070;LIGURIA;101;IMPERIESE;S03                    ;OPPIACEI;130
2022;070;LIGURIA;102;SAVONESE;S01                    ;OPPIACEI;118
2022;070;LIGURIA;102;SAVONESE;S02                    ;OPPIACEI;85
2022;070;LIGURIA;102;SAVONESE;S03                    ;OPPIACEI;61
2022;070;LIGURIA;102;SAVONESE;S04                    ;OPPIACEI;35
2022;070;LIGURIA;103;GENOVESE;S01                    ;OPPIACEI;336
2022;070;LIGURIA;103;GENOVESE;S02                    ;OPPIACEI;284
2022;070;LIGURIA;103;GENOVESE;S03                    ;OPPIACEI;238
2022;070;LIGURIA;103;GENOVESE;S04                    ;OPPIACEI;217
2022;070;LIGURIA;103;GENOVESE;S05                    ;OPPIACEI;240
2022;070;LIGURIA;103;GENOVESE;S06                    ;OPPIACEI;151
2022;070;LIGURIA;104;CHIAVARESE;S01                    ;OPPIACEI;310
2022;070;LIGURIA;105;SPEZZINO;S01                    ;OPPIACEI;255
2022;070;LIGURIA;105;SPEZZINO;S02                    ;OPPIACEI;176
2022;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;C02                    ;OPPIACEI;49
2022;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S01                    ;OPPIACEI;63
2022;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S02                    ;OPPIACEI;159
2022;080;EMILIA ROMAGNA;101;AZIENDA USL PIACENZA;S03                    ;OPPIACEI;68
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;C01                    ;OPPIACEI;85
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S01                    ;OPPIACEI;370
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S02                    ;OPPIACEI;113
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S03                    ;OPPIACEI;39
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S04                    ;OPPIACEI;79
2022;080;EMILIA ROMAGNA;102;AZIENDA USL PARMA;S05                    ;OPPIACEI;27
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S01                    ;OPPIACEI;33
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S02                    ;OPPIACEI;379
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S03                    ;OPPIACEI;95
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S04                    ;OPPIACEI;56
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S05                    ;OPPIACEI;58
2022;080;EMILIA ROMAGNA;103;AZIENDA USL REGGIO EMILIA;S06                    ;OPPIACEI;25
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S01                    ;OPPIACEI;98
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S02                    ;OPPIACEI;37
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S03                    ;OPPIACEI;298
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S04                    ;OPPIACEI;61
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S05                    ;OPPIACEI;33
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S06                    ;OPPIACEI;71
2022;080;EMILIA ROMAGNA;104;AZIENDA USL MODENA;S07                    ;OPPIACEI;58
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;C09                    ;OPPIACEI;63
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S01                    ;OPPIACEI;71
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S02                    ;OPPIACEI;28
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S03                    ;OPPIACEI;132
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S04                    ;OPPIACEI;39
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S05                    ;OPPIACEI;84
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S06                    ;OPPIACEI;67
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S07                    ;OPPIACEI;260
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S08                    ;OPPIACEI;262
2022;080;EMILIA ROMAGNA;105;AZIENDA USL BOLOGNA;S09                    ;OPPIACEI;166
2022;080;EMILIA ROMAGNA;106;AZIENDA USL IMOLA;S01                    ;OPPIACEI;117
2022;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S01                    ;OPPIACEI;248
2022;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S02                    ;OPPIACEI;30
2022;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S03                    ;OPPIACEI;82
2022;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S04                    ;OPPIACEI;45
2022;080;EMILIA ROMAGNA;109;AZIENDA USL FERRARA;S05                    ;OPPIACEI;64
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S01                    ;OPPIACEI;228
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S02                    ;OPPIACEI;90
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S03                    ;OPPIACEI;140
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S05                    ;OPPIACEI;255
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S06                    ;OPPIACEI;275
2022;080;EMILIA ROMAGNA;114;AZIENDA USL DELLA ROMAGNA;S07                    ;OPPIACEI;490
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S21                    ;OPPIACEI;107
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S22                    ;OPPIACEI;123
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S23                    ;OPPIACEI;117
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S24                    ;OPPIACEI;
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S26                    ;OPPIACEI;325
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S27                    ;OPPIACEI;190
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S28                    ;OPPIACEI;250
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S29                    ;OPPIACEI;115
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S30                    ;OPPIACEI;81
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S31                    ;OPPIACEI;131
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S32                    ;OPPIACEI;214
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S33                    ;OPPIACEI;213
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S34                    ;OPPIACEI;361
2022;090;TOSCANA;201;AZIENDA USL TOSCANA CENTRO;S35                    ;OPPIACEI;179
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S41                    ;OPPIACEI;440
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S42                    ;OPPIACEI;60
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S43                    ;OPPIACEI;352
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S44                    ;OPPIACEI;79
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S45                    ;OPPIACEI;660
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S46                    ;OPPIACEI;168
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S47                    ;OPPIACEI;45
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S48                    ;OPPIACEI;106
2022;090;TOSCANA;202;AZIENDA USL TOSCANA NORD-OVEST;S49                    ;OPPIACEI;587
